Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
04/07/2021,839,3,58,136,248,187,112,80,45,15,16,0,441,398,0,209,42,219,256,17,96,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,4,3,4,7,12,8,7,13,0,33,25,0,13,2,34,6,3,0
01/31/2023,414,1,20,136,48,68,44,41,33,31,13,0,237,177,0,132,24,121,84,17,36,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,2,2,10,2,0,8,12,0,6,1,12,1,0,0
11/03/2022,462,1,31,94,65,79,63,51,52,32,26,0,294,167,1,98,30,162,99,22,51,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,2,1,6,4,7,7,0,17,14,0,5,1,18,7,0,0
03/28/2023,307,1,24,86,42,43,35,38,29,19,15,0,174,131,2,92,14,99,68,7,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,1,2,1,2,5,4,6,0,12,12,0,8,0,6,9,1,0
04/10/2020,570,32,154,22,79,101,99,107,85,42,35,0,256,314,0,189,29,223,84,26,19,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,9,10,22,19,40,26,28,0,62,92,0,51,4,68,23,8,0
12/15/2022,820,2,40,165,111,111,120,103,100,69,41,0,485,335,0,190,29,296,179,34,92,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,4,5,3,3,5,6,9,5,0,21,19,0,15,1,13,9,2,0
04/21/2020,873,36,171,20,147,164,160,153,109,56,64,0,438,435,0,418,13,222,134,29,57,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,33,37,35,34,0,73,98,0,56,4,72,29,8,2
05/07/2022,691,0,18,125,125,160,108,77,61,17,18,0,383,308,0,138,66,108,246,48,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,3,4,4,0,10,8,0,2,0,9,7,0,0
01/01/2021,266,20,73,28,60,49,37,34,19,21,18,0,132,132,2,70,12,52,94,12,26,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,4,10,6,17,8,13,15,0,36,37,0,24,3,29,16,1,0
05/27/2022,1053,2,26,209,221,218,145,124,73,41,22,0,604,447,2,211,82,214,309,50,187,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,1,1,3,3,5,5,3,5,0,12,14,0,4,1,11,10,0,0
04/14/2020,666,33,166,16,102,121,122,126,78,51,50,0,356,310,0,255,25,216,103,27,40,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,19,37,30,29,28,0,71,95,0,58,3,70,27,7,1
08/25/2021,605,6,42,101,149,138,81,69,32,22,13,0,319,286,0,111,15,166,189,24,100,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,7,1,4,10,7,7,5,0,19,23,0,8,1,23,9,0,1
11/15/2020,833,13,122,85,191,160,139,110,84,35,28,1,443,390,0,248,29,158,263,46,89,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,12,24,26,23,0,69,53,0,43,2,50,19,6,2
06/23/2022,856,2,30,100,180,188,132,122,70,45,19,0,483,370,3,182,67,205,218,42,142,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,2,3,6,2,4,8,2,3,0,14,16,0,4,3,12,7,3,1
06/26/2022,450,3,32,71,71,99,76,66,33,20,14,0,259,191,0,96,27,99,132,30,66,0,0,1,0,1,0,0,1,0,3,0,0,0,0,2,1,0,0,4,3,2,3,4,6,4,6,0,11,21,0,7,1,14,7,2,1
09/02/2022,529,1,45,123,74,86,66,58,54,39,29,0,309,220,0,139,27,164,93,32,74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,2,7,8,12,11,0,24,21,0,4,0,21,18,1,1
07/20/2021,187,3,10,32,47,50,27,17,7,5,2,0,98,89,0,31,7,55,60,9,25,0,0,0,0,2,0,1,0,0,1,2,0,0,0,3,0,0,0,0,2,2,3,1,0,1,1,0,4,6,0,4,0,5,1,0,0
11/29/2022,819,2,46,129,138,121,103,110,104,74,40,0,465,351,3,186,39,274,162,44,114,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,1,5,6,2,3,9,10,10,0,27,19,0,6,2,23,12,3,0
02/01/2021,608,9,39,79,150,114,95,88,44,22,16,0,318,290,0,231,19,105,166,27,60,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,1,2,3,1,6,11,9,6,0,21,18,0,12,0,17,8,2,0
01/02/2023,388,2,47,34,63,71,41,51,53,43,32,0,217,170,1,83,23,100,134,18,30,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,3,3,2,1,9,5,8,16,0,20,27,0,8,3,18,16,2,0
03/05/2022,93,1,10,20,12,18,19,11,8,3,2,0,52,41,0,14,7,18,31,6,17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,2,0,0,2,0,4,6,0,2,0,4,3,1,0
03/17/2023,196,1,21,29,31,27,23,30,17,24,15,0,110,85,1,42,16,57,48,13,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,2,1,4,5,5,0,12,9,0,4,1,10,6,0,0
09/07/2022,689,2,32,161,110,92,104,105,55,37,24,1,393,296,0,173,40,211,154,24,87,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,3,4,2,6,4,7,5,0,12,20,0,7,0,17,8,0,0
09/14/2022,505,3,27,96,83,76,73,60,52,49,16,0,311,194,0,136,30,140,124,15,60,0,0,0,0,0,1,1,1,0,1,2,0,0,1,2,0,0,0,1,3,4,3,2,3,8,3,0,14,13,0,3,1,15,6,2,0
10/16/2020,953,3,37,113,243,182,158,134,73,35,15,0,498,452,3,388,28,180,267,26,64,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,4,3,2,8,10,6,3,0,22,15,0,14,0,13,7,2,1
09/01/2021,538,5,29,99,146,107,72,52,38,12,12,0,302,235,1,124,25,135,132,21,101,0,0,0,0,0,0,0,5,0,2,3,0,1,0,3,1,0,0,1,4,5,5,4,4,2,4,0,14,15,0,4,0,17,6,2,0
08/06/2021,466,5,27,67,136,125,51,42,26,15,4,0,224,242,0,102,23,117,144,15,65,1,0,1,0,0,0,1,2,0,1,4,0,1,0,3,1,0,0,2,3,5,5,7,2,3,0,0,13,14,0,6,0,17,4,0,0
11/25/2022,438,2,45,52,68,77,44,52,71,45,29,0,244,194,0,100,25,121,107,21,64,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,3,2,4,4,9,8,15,0,24,21,0,9,4,16,12,1,3
05/06/2023,58,1,8,6,6,11,9,10,8,4,4,0,34,24,0,14,2,17,16,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2,0,0,2,0,5,3,0,3,0,3,2,0,0
09/29/2021,413,3,26,93,87,102,51,36,25,14,5,0,211,197,5,60,14,127,135,40,37,0,0,0,1,0,0,1,1,0,1,2,0,1,0,2,0,0,0,0,4,5,3,3,6,2,3,0,17,9,0,8,1,12,4,0,1
05/28/2021,139,4,22,31,33,18,22,17,8,6,4,0,89,50,0,39,4,61,19,4,12,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,2,1,6,7,1,3,1,0,9,13,0,3,0,15,3,1,0
08/26/2021,592,3,43,99,138,134,77,54,38,35,17,0,317,275,0,120,28,182,163,16,83,0,0,0,0,1,0,0,2,0,2,1,0,1,0,2,0,0,0,1,1,5,5,7,8,11,5,0,25,18,0,5,1,21,14,0,2
06/23/2020,234,9,26,12,72,43,37,27,17,16,10,0,117,116,1,100,8,45,57,5,19,0,0,0,0,0,3,2,4,0,4,5,0,3,0,5,1,0,0,0,3,2,5,4,4,2,6,0,17,9,0,11,0,9,4,1,1
11/16/2020,2556,26,151,316,599,485,457,339,203,96,61,0,1327,1220,9,1058,74,450,584,103,287,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,15,9,17,20,32,31,27,0,69,82,0,48,8,61,28,6,0
07/02/2023,17,0,4,0,4,2,2,3,4,1,1,0,11,6,0,3,3,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,2,0,1,0,2,1,0,0
12/26/2021,4455,11,199,628,1203,1014,702,457,263,123,65,0,2420,2016,19,907,153,1156,1189,434,616,0,0,0,1,0,5,4,1,0,5,6,0,2,0,7,2,0,0,11,21,20,21,31,37,33,25,0,114,85,0,29,4,115,39,8,4
01/02/2021,1114,21,65,126,277,209,191,146,87,51,27,0,591,521,2,464,36,159,315,55,85,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,0,7,5,7,10,15,12,9,0,26,39,0,15,4,29,13,3,1
05/16/2022,1465,0,29,392,273,302,197,142,89,45,25,0,834,628,3,310,152,250,461,81,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,2,7,9,0,16,13,0,6,0,10,11,2,0
05/13/2023,44,0,10,7,5,7,5,5,9,3,3,0,27,17,0,9,1,15,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,3,0,8,2,0,4,0,3,3,0,0
08/20/2022,372,1,30,64,65,65,44,52,39,24,19,0,204,167,1,115,27,74,93,18,45,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,7,3,3,2,2,10,0,15,15,0,6,2,13,9,0,0
05/31/2020,121,22,40,16,28,20,22,12,13,5,5,0,59,61,1,51,1,41,10,1,17,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,7,13,3,2,0,17,23,0,12,1,24,1,0,2
05/17/2021,346,7,50,58,84,74,44,38,33,8,7,0,197,149,0,72,12,157,51,15,39,0,0,0,0,1,1,3,2,0,3,4,0,3,0,4,0,0,0,2,7,6,7,10,9,5,4,0,20,30,0,8,0,40,1,0,1
03/18/2021,423,3,36,55,168,78,53,39,22,3,5,0,203,218,2,86,15,95,176,13,38,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,5,5,12,2,1,0,18,18,0,4,2,17,9,4,0
02/28/2022,198,0,13,54,42,38,23,23,7,8,3,0,107,90,1,42,13,30,65,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,3,1,0,5,8,0,3,0,4,6,0,0
01/04/2023,443,2,39,31,92,66,76,55,52,47,24,0,241,201,1,97,27,134,111,31,43,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,2,2,1,4,3,6,8,13,0,23,16,0,11,0,18,8,2,0
05/30/2020,237,21,55,22,54,41,42,41,23,9,5,0,131,104,2,117,5,51,22,12,30,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,2,6,3,8,10,10,9,7,0,19,36,0,16,2,24,9,0,4
10/15/2021,315,1,18,88,60,61,31,28,27,10,10,0,152,161,2,62,12,66,115,26,34,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,4,4,4,0,6,12,0,3,1,8,6,0,0
01/30/2022,425,14,39,102,78,73,66,28,39,24,15,0,234,190,1,86,32,55,146,28,78,0,0,1,1,0,4,4,4,0,7,7,0,4,0,7,3,0,0,1,2,6,1,4,8,6,11,0,17,22,0,7,1,13,15,3,0
11/28/2021,493,3,61,74,103,109,85,54,39,15,14,0,249,240,4,79,16,107,174,36,81,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,6,7,14,16,4,8,0,26,35,0,15,3,29,12,1,1
06/10/2020,232,12,29,10,57,45,31,36,26,18,9,0,128,101,3,111,4,52,36,6,23,0,0,1,2,2,1,4,2,0,5,7,0,5,1,6,0,0,0,0,1,3,2,8,3,6,6,0,17,12,0,6,1,16,5,1,0
12/24/2022,242,1,40,31,30,33,35,27,39,27,19,1,145,97,0,55,9,62,72,17,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,2,3,3,3,8,8,9,0,23,17,0,12,1,11,13,2,1
03/22/2020,168,2,68,6,23,27,31,37,24,14,6,0,74,94,0,22,6,83,52,4,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,7,12,14,12,12,5,0,34,34,0,11,4,45,5,3,0
09/03/2020,341,3,25,36,103,60,51,49,23,13,6,0,181,159,1,149,9,61,95,4,23,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,5,5,4,1,0,12,13,0,10,0,7,5,3,0
01/24/2021,337,16,47,34,81,70,46,43,30,23,10,0,169,168,0,73,18,65,133,13,35,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,12,12,7,0,23,24,0,9,4,20,9,3,2
10/14/2022,346,3,25,57,57,59,43,50,35,25,20,0,202,144,0,80,19,98,94,16,39,0,0,0,0,0,2,0,1,0,3,0,0,0,0,2,1,0,0,1,3,2,3,2,3,9,2,0,18,7,0,8,0,9,8,0,0
06/04/2021,75,6,16,18,18,8,10,7,9,3,2,0,37,38,0,21,1,33,11,2,7,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,4,7,2,0,0,5,11,0,2,0,11,1,1,1
09/10/2021,515,5,27,106,147,81,71,48,34,19,9,0,265,246,4,102,21,151,151,26,64,0,0,0,0,2,1,1,1,0,2,3,0,1,1,2,1,0,0,0,6,1,3,4,5,2,6,0,12,15,0,7,0,13,6,0,1
01/03/2021,659,20,66,74,183,132,82,77,62,31,18,0,332,326,1,166,38,125,235,24,71,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,5,1,9,7,14,16,13,0,29,37,0,19,4,27,14,2,0
12/16/2020,1384,25,81,175,323,252,219,204,109,55,47,0,686,690,8,527,50,302,308,52,145,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,15,15,12,0,41,40,0,25,2,33,17,3,1
11/13/2020,2691,19,118,333,649,537,402,344,244,122,60,0,1449,1235,7,1088,73,469,627,126,308,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,8,13,5,17,32,27,15,0,44,74,0,42,3,42,27,2,2
04/16/2023,85,1,11,10,13,13,12,12,13,10,2,0,37,48,0,20,6,18,29,4,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,3,2,2,0,4,7,0,2,1,4,3,1,0
06/10/2023,26,0,5,1,2,5,4,4,5,3,2,0,13,13,0,0,2,9,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,4,0,1,0,0,4,0,0
05/01/2023,129,0,7,31,16,29,8,22,10,8,5,0,80,49,0,29,7,51,22,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,1,6,0,3,0,3,1,0,0
10/08/2021,310,8,24,55,78,59,42,33,25,14,4,0,159,151,0,50,13,82,115,17,33,0,0,1,1,2,1,2,1,0,3,5,0,1,0,5,2,0,0,3,1,3,4,5,1,4,3,0,13,11,0,6,1,6,9,2,0
10/31/2020,1066,10,82,136,272,222,169,130,86,39,12,0,544,522,0,386,39,163,293,50,135,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,6,4,14,13,23,14,6,0,39,43,0,25,3,32,18,2,2
04/03/2022,215,1,8,51,33,63,29,17,14,4,4,0,129,86,0,26,20,25,96,20,28,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,3,0,3,5,0,2,0,2,4,0,0
06/11/2022,530,1,27,72,102,113,86,68,44,32,13,0,318,212,0,108,43,129,139,25,86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4,1,1,5,4,5,6,0,12,15,0,4,2,14,7,0,0
02/09/2023,388,3,23,98,60,59,42,50,32,25,22,0,211,175,2,118,20,123,82,18,27,0,0,0,0,1,0,1,1,0,2,1,0,2,0,1,0,0,0,1,3,2,0,3,6,3,5,0,13,10,0,4,1,11,6,1,0
11/21/2020,1264,18,96,160,294,248,194,161,116,60,31,0,640,623,1,442,52,218,341,60,151,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,6,11,16,9,15,17,19,0,40,56,0,28,3,38,22,3,2
06/19/2023,41,0,5,3,3,4,6,2,12,4,7,0,28,13,0,5,5,12,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,4,0,1,1,2,1,0,0
03/26/2023,106,2,12,18,14,25,10,13,14,8,4,0,63,43,0,23,6,20,36,7,14,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,1,2,1,0,4,2,2,0,9,3,0,1,1,8,2,0,0
09/30/2022,317,1,20,51,49,32,54,56,38,25,12,0,183,133,1,83,30,95,67,15,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,3,1,2,5,6,0,15,5,0,3,1,8,7,0,1
09/14/2021,495,5,38,135,110,99,59,49,26,12,5,0,251,244,0,93,23,131,126,46,76,0,1,1,0,1,0,1,1,0,2,3,0,2,0,2,1,0,0,0,0,4,9,4,6,10,5,0,22,16,0,8,1,23,6,0,0
07/14/2022,941,2,35,127,163,176,144,131,102,63,35,0,535,405,1,223,63,266,231,44,114,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,4,2,2,3,4,8,5,7,0,15,20,0,4,0,17,12,1,1
02/07/2023,453,0,25,110,73,71,44,60,40,29,26,0,268,184,1,145,20,125,118,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,6,7,4,0,16,9,0,7,1,5,11,0,1
09/21/2020,420,2,24,51,123,85,56,46,34,18,7,0,215,203,2,222,7,46,101,15,29,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,4,3,4,5,3,2,0,15,9,0,13,0,8,2,1,0
08/26/2020,388,3,33,48,126,82,44,44,23,12,9,0,196,191,1,198,6,43,101,18,22,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,1,4,3,3,8,4,5,5,0,20,13,0,15,1,6,6,4,1
10/09/2022,167,0,16,18,25,25,24,28,17,15,15,0,91,76,0,35,12,47,44,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,6,4,0,10,6,0,1,1,8,5,1,0
05/27/2020,614,26,65,70,124,101,116,83,66,32,22,0,317,289,8,328,14,121,56,19,76,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,6,11,12,12,12,8,0,29,36,0,26,1,20,16,1,1
10/24/2022,614,2,24,105,84,95,78,75,88,60,29,0,358,256,0,149,41,191,129,34,70,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2,3,0,9,4,5,0,15,9,0,5,0,15,3,1,0
07/29/2023,47,0,4,9,3,11,4,5,6,5,4,0,28,19,0,11,1,13,16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,1,0,1,0,2,1,0,0
12/11/2021,872,10,67,167,216,175,129,82,60,33,10,0,463,406,3,125,31,225,254,78,159,0,0,0,4,2,1,2,1,0,2,8,0,3,0,3,4,0,0,4,9,6,12,7,12,9,8,0,28,39,0,18,1,29,18,1,0
12/02/2022,620,3,51,96,99,97,78,77,83,55,35,0,374,246,0,162,39,195,104,35,85,0,0,0,0,0,0,1,2,0,2,1,0,1,1,1,0,0,0,0,7,3,3,2,19,11,6,0,27,24,0,10,1,28,9,2,1
03/09/2023,312,0,25,66,37,37,41,45,39,27,20,0,175,136,1,90,13,98,69,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,5,4,4,3,0,8,17,0,9,2,8,3,2,1
12/06/2021,1208,6,73,323,236,229,176,115,75,25,17,12,657,547,4,203,41,328,315,126,195,0,0,0,2,1,1,1,1,0,2,4,0,2,0,3,1,0,0,2,3,6,13,9,16,11,13,0,37,36,0,12,3,36,20,0,2
12/26/2020,955,19,78,94,234,179,155,140,89,41,23,0,506,446,3,388,29,149,248,55,86,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,12,15,16,11,0,42,36,0,24,1,33,12,6,2
05/16/2021,154,9,34,23,34,29,22,17,14,8,7,0,84,70,0,33,2,69,29,6,15,0,0,1,1,0,2,3,2,0,3,6,0,6,2,1,0,0,0,1,3,10,5,3,6,3,3,0,20,14,0,5,0,20,6,1,2
10/28/2020,1736,9,87,213,461,402,288,192,109,50,21,0,905,823,8,741,46,270,413,75,191,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,8,10,14,16,14,13,0,48,39,0,21,2,36,25,3,0
06/05/2020,337,17,41,33,75,70,50,51,30,18,10,0,171,165,1,198,5,56,35,11,32,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,6,9,2,0,19,22,0,17,0,16,4,2,2
07/10/2022,521,1,38,75,106,100,88,58,50,31,13,0,298,223,0,142,49,118,131,21,60,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,3,3,3,7,4,7,9,0,25,13,0,10,2,14,10,1,1
11/09/2022,499,2,42,126,74,75,63,66,45,28,22,0,278,221,0,146,24,149,101,28,51,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,3,3,1,1,9,9,8,8,0,21,21,0,6,2,20,11,2,1
06/12/2021,46,5,8,5,13,13,3,7,1,2,2,0,18,28,0,11,1,13,11,2,8,0,0,0,0,1,1,2,1,0,5,0,0,2,0,0,2,1,0,0,0,2,3,1,0,0,2,0,3,5,0,4,0,4,0,0,0
03/07/2023,388,0,22,107,47,58,53,41,46,22,14,0,221,163,4,124,16,111,77,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,4,6,3,0,12,10,0,1,0,11,8,2,0
04/27/2020,1157,35,168,42,234,201,231,207,125,53,64,0,584,573,0,604,26,238,132,48,109,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,9,16,39,37,20,36,0,78,90,0,57,4,71,28,8,0
10/25/2020,525,10,43,66,139,124,63,66,39,18,10,0,281,243,1,137,14,92,204,25,53,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,5,4,6,8,10,4,4,0,24,19,0,13,0,20,7,2,1
02/19/2022,124,4,10,15,27,21,21,16,9,9,6,0,64,60,0,22,15,27,37,4,19,0,0,0,2,0,1,0,1,0,2,2,0,0,0,2,2,0,0,0,1,1,0,3,0,2,3,0,5,5,0,1,0,3,5,0,1
08/29/2022,845,1,32,208,120,118,118,122,86,42,31,0,455,389,1,256,40,228,181,32,108,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,3,2,6,5,3,9,0,17,15,0,8,1,14,7,2,0
06/03/2022,1097,1,34,241,199,217,146,122,90,59,23,0,623,474,0,255,108,256,277,51,150,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,1,6,4,2,6,6,6,0,17,17,0,7,2,13,9,1,2
11/15/2021,692,5,35,194,121,145,100,66,35,20,11,0,347,339,6,111,11,173,221,55,121,0,0,0,0,0,2,1,2,0,4,1,0,1,0,2,2,0,0,1,4,4,4,4,8,4,6,0,19,16,0,6,2,17,8,1,1
05/10/2020,306,38,98,17,59,52,64,42,41,14,17,0,137,169,0,138,8,68,43,14,35,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,29,14,11,0,37,61,0,42,4,34,11,5,2
12/27/2020,612,24,90,49,139,114,84,94,69,37,26,0,328,280,4,160,29,110,216,33,64,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,3,3,6,25,17,17,19,0,41,49,0,21,2,42,21,1,3
07/17/2022,527,0,40,84,94,106,84,70,51,26,12,0,297,230,0,115,29,145,138,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,6,6,8,4,0,20,20,0,6,0,22,11,1,0
04/12/2020,341,33,136,28,32,56,54,60,46,34,31,0,144,197,0,103,7,119,60,21,31,0,0,1,2,3,11,6,10,0,16,17,0,4,1,20,8,0,0,0,2,7,16,31,29,30,21,0,56,80,0,34,4,67,25,6,0
11/02/2021,490,4,26,131,94,111,54,43,29,18,10,0,262,226,2,80,11,117,161,47,74,0,0,0,0,2,1,1,0,0,2,2,0,1,1,2,0,0,0,0,1,1,3,1,8,7,5,0,16,10,0,9,1,11,5,0,0
04/08/2022,397,0,13,59,99,100,62,42,16,12,7,0,229,165,3,56,37,39,170,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,4,1,1,0,7,6,0,4,0,3,4,2,0
03/06/2023,420,1,33,105,54,62,40,53,54,30,22,0,238,181,1,103,19,147,91,16,44,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4,5,2,8,12,0,17,16,0,6,1,15,10,1,0
01/31/2022,943,18,45,287,195,139,98,91,61,41,31,0,515,426,2,213,79,185,258,50,158,0,0,0,1,1,1,8,7,0,10,8,0,2,1,10,5,0,0,3,5,2,5,3,10,5,12,0,30,15,0,7,1,26,11,0,0
10/21/2022,365,1,29,37,64,64,54,51,43,40,12,0,217,146,2,86,20,99,99,14,47,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6,3,2,8,4,6,0,13,16,0,7,0,14,7,1,0
08/07/2023,77,0,,8,8,8,11,16,10,11,5,0,39,38,0,23,2,27,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
